year,country_name,gdp_per_capita,co2_per_capita,country_code,income_level,region,capital_city,co2_per_capita_scaled
2010,Aruba,35508.5945732562,4.73497122881439,ABW,High income,Latin America & Caribbean ,Oranjestad,4734971.2288143905
2009,Aruba,36590.560109989,4.84921853470336,ABW,High income,Latin America & Caribbean ,Oranjestad,4849218.53470336
2008,Aruba,41710.4970441525,4.49874649464411,ABW,High income,Latin America & Caribbean ,Oranjestad,4498746.49464411
2007,Aruba,41272.27939244,4.5681477783325,ABW,High income,Latin America & Caribbean ,Oranjestad,4568147.778332501
2006,Aruba,40335.4176892185,4.26236104823701,ABW,High income,Latin America & Caribbean ,Oranjestad,4262361.04823701
2005,Aruba,40608.8196948258,3.94120960721053,ABW,High income,Latin America & Caribbean ,Oranjestad,3941209.60721053
2004,Aruba,41834.9275811055,3.66730433685804,ABW,High income,Latin America & Caribbean ,Oranjestad,3667304.3368580397
2003,Aruba,39832.5790764609,3.67129112619191,ABW,High income,Latin America & Caribbean ,Oranjestad,3671291.12619191
2002,Aruba,39846.0627615715,3.2213219801464,ABW,High income,Latin America & Caribbean ,Oranjestad,3221321.9801464
2001,Aruba,40505.5330010609,2.96919257647175,ABW,High income,Latin America & Caribbean ,Oranjestad,2969192.57647175
2000,Aruba,39244.8298545806,2.9650726365523,ABW,High income,Latin America & Caribbean ,Oranjestad,2965072.6365523
1999,Aruba,36842.9551654158,3.96502303170903,ABW,High income,Latin America & Caribbean ,Oranjestad,3965023.03170903
1998,Aruba,36889.4231951587,3.9671682626539,ABW,High income,Latin America & Caribbean ,Oranjestad,3967168.2626539
1997,Aruba,37070.0133081279,3.97098527247657,ABW,High income,Latin America & Caribbean ,Oranjestad,3970985.2724765697
1996,Aruba,35997.8544202823,2.48852699919298,ABW,High income,Latin America & Caribbean ,Oranjestad,2488526.99919298
1995,Aruba,37009.6479728846,3.93709667314078,ABW,High income,Latin America & Caribbean ,Oranjestad,3937096.67314078
1994,Aruba,37118.2720488659,3.68064952638701,ABW,High income,Latin America & Caribbean ,Oranjestad,3680649.52638701
1993,Aruba,36124.3033492699,3.41182058763656,ABW,High income,Latin America & Caribbean ,Oranjestad,3411820.5876365597
1992,Aruba,35947.3722593228,3.63162089703645,ABW,High income,Latin America & Caribbean ,Oranjestad,3631620.89703645
2023,Australia,60408.9433675784,14.0146715466792,AUS,High income,East Asia & Pacific,Canberra,14014671.546679199
2022,Australia,59845.7858045434,14.4104232429125,AUS,High income,East Asia & Pacific,Canberra,14410423.242912501
2021,Australia,58145.5513641715,14.9764854852241,AUS,High income,East Asia & Pacific,Canberra,14976485.4852241
2020,Australia,57023.6678163314,15.3033375481418,AUS,High income,East Asia & Pacific,Canberra,15303337.5481418
2019,Australia,57800.493403797,16.0988040730969,AUS,High income,East Asia & Pacific,Canberra,16098804.073096901
2018,Australia,57414.0582294386,16.3923595229437,AUS,High income,East Asia & Pacific,Canberra,16392359.5229437
2017,Australia,56648.8086593728,16.7057285715517,AUS,High income,East Asia & Pacific,Canberra,16705728.5715517
2016,Australia,56305.8964294545,16.8867624516931,AUS,High income,East Asia & Pacific,Canberra,16886762.451693103
2015,Australia,55656.4879638382,16.8182097787642,AUS,High income,East Asia & Pacific,Canberra,16818209.7787642
2014,Australia,55253.159615938,16.879485438679,AUS,High income,East Asia & Pacific,Canberra,16879485.438679002
2013,Australia,54664.7681376032,17.539347865104,AUS,High income,East Asia & Pacific,Canberra,17539347.865103997
2012,Australia,54203.3003755705,18.1810955786986,AUS,High income,East Asia & Pacific,Canberra,18181095.578698598
2011,Australia,53078.9526519992,18.4784761198108,AUS,High income,East Asia & Pacific,Canberra,18478476.1198108
2010,Australia,52556.568475463,18.8488476857263,AUS,High income,East Asia & Pacific,Canberra,18848847.6857263
2009,Australia,52221.285115823,18.9132381935116,AUS,High income,East Asia & Pacific,Canberra,18913238.193511598
2008,Australia,52318.4879376875,19.025898340921,AUS,High income,East Asia & Pacific,Canberra,19025898.340921
2007,Australia,51529.4940549351,19.2372081651952,AUS,High income,East Asia & Pacific,Canberra,19237208.165195197
2006,Australia,50570.3570881242,19.0774020161199,AUS,High income,East Asia & Pacific,Canberra,19077402.0161199
2005,Australia,49882.9563539893,19.0359651886093,AUS,High income,East Asia & Pacific,Canberra,19035965.1886093
2004,Australia,48949.925173225,19.1615575634878,AUS,High income,East Asia & Pacific,Canberra,19161557.5634878
2003,Australia,47470.8028757932,18.6663916262359,AUS,High income,East Asia & Pacific,Canberra,18666391.6262359
2002,Australia,46580.2753285047,18.9082805468625,AUS,High income,East Asia & Pacific,Canberra,18908280.546862498
2001,Australia,45310.0181983981,18.6985053620287,AUS,High income,East Asia & Pacific,Canberra,18698505.3620287
2000,Australia,44984.5506318958,18.5965306696659,AUS,High income,East Asia & Pacific,Canberra,18596530.6696659
1999,Australia,43785.302048448,18.5045617050664,AUS,High income,East Asia & Pacific,Canberra,18504561.7050664
1998,Australia,42147.8705315717,18.3854443435537,AUS,High income,East Asia & Pacific,Canberra,18385444.3435537
1997,Australia,40673.3863259158,17.4982496099856,AUS,High income,East Asia & Pacific,Canberra,17498249.6099856
1996,Australia,39567.5039666568,17.1563949212629,AUS,High income,East Asia & Pacific,Canberra,17156394.9212629
1995,Australia,38560.7773400184,16.8116791879003,AUS,High income,East Asia & Pacific,Canberra,16811679.1879003
1994,Australia,37534.0951143387,16.4205512598714,AUS,High income,East Asia & Pacific,Canberra,16420551.259871399
1993,Australia,36446.6127594388,16.2759866736287,AUS,High income,East Asia & Pacific,Canberra,16275986.6736287
1992,Australia,35342.0687073729,16.1976550228322,AUS,High income,East Asia & Pacific,Canberra,16197655.022832202
2023,Austria,64336.037528916,6.44071827985862,AUT,High income,Europe & Central Asia,Vienna,6440718.27985862
2022,Austria,65602.2565334818,6.77114674860269,AUT,High income,Europe & Central Asia,Vienna,6771146.74860269
2021,Austria,62912.1741140595,7.38910227643614,AUT,High income,Europe & Central Asia,Vienna,7389102.27643614
2020,Austria,60295.4951497108,7.02038295077731,AUT,High income,Europe & Central Asia,Vienna,7020382.95077731
2019,Austria,64629.8257818257,7.71777223218227,AUT,High income,Europe & Central Asia,Vienna,7717772.23218227
2018,Austria,63798.2138732413,7.59986883126006,AUT,High income,Europe & Central Asia,Vienna,7599868.83126006
2017,Austria,62555.6934724317,7.96882910568673,AUT,High income,Europe & Central Asia,Vienna,7968829.10568673
2016,Austria,61592.2022820173,7.75839255881075,AUT,High income,Europe & Central Asia,Vienna,7758392.55881075
2015,Austria,60970.9828044462,7.79491452843608,AUT,High income,Europe & Central Asia,Vienna,7794914.528436081
2014,Austria,60864.919896314,7.71428196999985,AUT,High income,Europe & Central Asia,Vienna,7714281.96999985
2013,Austria,60882.3202593412,8.20921615934672,AUT,High income,Europe & Central Asia,Vienna,8209216.15934672
2012,Austria,61396.1488762017,8.18827683208677,AUT,High income,Europe & Central Asia,Vienna,8188276.832086769
2011,Austria,61291.6535730121,8.60316626910845,AUT,High income,Europe & Central Asia,Vienna,8603166.26910845
2010,Austria,59749.4583759207,8.82365601374751,AUT,High income,Europe & Central Asia,Vienna,8823656.01374751
2009,Austria,58829.0579869123,8.15697774136276,AUT,High income,Europe & Central Asia,Vienna,8156977.741362761
2008,Austria,61177.346218564,9.04127094455132,AUT,High income,Europe & Central Asia,Vienna,9041270.944551319
2007,Austria,60490.0514259229,9.09388442173437,AUT,High income,Europe & Central Asia,Vienna,9093884.421734368
2006,Austria,58478.7420960339,9.46564254029169,AUT,High income,Europe & Central Asia,Vienna,9465642.54029169
2005,Austria,56908.2874562676,9.77293038054145,AUT,High income,Europe & Central Asia,Vienna,9772930.38054145
2004,Austria,55997.9515936229,9.74124219312709,AUT,High income,Europe & Central Asia,Vienna,9741242.193127088
2003,Austria,54937.1715920247,9.62461873984399,AUT,High income,Europe & Central Asia,Vienna,9624618.73984399
2002,Austria,54582.3490622666,9.05919197540893,AUT,High income,Europe & Central Asia,Vienna,9059191.97540893
2001,Austria,54049.254838318,8.87508077609209,AUT,High income,Europe & Central Asia,Vienna,8875080.776092092
2000,Austria,53551.2877466832,8.324302639459,AUT,High income,Europe & Central Asia,Vienna,8324302.639459001
1999,Austria,52020.9942777738,8.28612553745319,AUT,High income,Europe & Central Asia,Vienna,8286125.5374531895
1998,Austria,50232.5942432486,8.5362042295465,AUT,High income,Europe & Central Asia,Vienna,8536204.2295465
1997,Austria,48590.5346948857,8.47514464345753,AUT,High income,Europe & Central Asia,Vienna,8475144.64345753
1996,Austria,47623.7011169517,8.54030089394205,AUT,High income,Europe & Central Asia,Vienna,8540300.893942049
1995,Austria,46654.2953066087,8.05873926402675,AUT,High income,Europe & Central Asia,Vienna,8058739.26402675
1994,Austria,45511.5403101514,7.69788201233903,AUT,High income,Europe & Central Asia,Vienna,7697882.01233903
1993,Austria,44615.3248009943,7.66096781876922,AUT,High income,Europe & Central Asia,Vienna,7660967.81876922
1992,Austria,44749.0143398734,7.71735056102707,AUT,High income,Europe & Central Asia,Vienna,7717350.56102707
2023,Azerbaijan,21262.2979971542,4.21177633391826,AZE,Upper middle income,Europe & Central Asia,Baku,4211776.3339182595
2022,Azerbaijan,21051.2687619289,3.8875713436608,AZE,Upper middle income,Europe & Central Asia,Baku,3887571.3436608003
2021,Azerbaijan,20111.3756952109,3.69259451061626,AZE,Upper middle income,Europe & Central Asia,Baku,3692594.51061626
2020,Azerbaijan,19126.094903135,3.5077356151779,AZE,Upper middle income,Europe & Central Asia,Baku,3507735.6151779
2019,Azerbaijan,20122.7128524509,3.68917158464102,AZE,Upper middle income,Europe & Central Asia,Baku,3689171.58464102
2018,Azerbaijan,19798.8335387146,3.4972536087602,AZE,Upper middle income,Europe & Central Asia,Baku,3497253.6087602
2017,Azerbaijan,19675.9598908264,3.47367417990177,AZE,Upper middle income,Europe & Central Asia,Baku,3473674.17990177
2016,Azerbaijan,19830.3223176308,3.5269074665509,AZE,Upper middle income,Europe & Central Asia,Baku,3526907.4665509
2015,Azerbaijan,20694.7787550356,3.57769509855647,AZE,Upper middle income,Europe & Central Asia,Baku,3577695.09855647
2014,Azerbaijan,20716.1415229269,3.64172126943049,AZE,Upper middle income,Europe & Central Asia,Baku,3641721.2694304897
2013,Azerbaijan,20414.8314836618,3.52681340510435,AZE,Upper middle income,Europe & Central Asia,Baku,3526813.40510435
2012,Azerbaijan,19545.0718576668,3.47260650634739,AZE,Upper middle income,Europe & Central Asia,Baku,3472606.50634739
2011,Azerbaijan,19386.7434013253,3.21251897671906,AZE,Upper middle income,Europe & Central Asia,Baku,3212518.97671906
2010,Azerbaijan,19621.3843451177,2.94177416953564,AZE,Upper middle income,Europe & Central Asia,Baku,2941774.1695356397
2009,Azerbaijan,18901.8857609001,3.12746619265845,AZE,Upper middle income,Europe & Central Asia,Baku,3127466.19265845
2008,Azerbaijan,17656.9634509611,3.67786475568843,AZE,Upper middle income,Europe & Central Asia,Baku,3677864.7556884303
2007,Azerbaijan,16280.083507883,3.37021197254495,AZE,Upper middle income,Europe & Central Asia,Baku,3370211.97254495
2006,Azerbaijan,13172.5812939603,3.76440706932012,AZE,Upper middle income,Europe & Central Asia,Baku,3764407.06932012
2005,Azerbaijan,9901.92662966046,3.72018088979188,AZE,Upper middle income,Europe & Central Asia,Baku,3720180.8897918803
2004,Azerbaijan,7817.71610674925,3.55154397158852,AZE,Upper middle income,Europe & Central Asia,Baku,3551543.97158852
2003,Azerbaijan,7218.4718855466,3.61609647684629,AZE,Upper middle income,Europe & Central Asia,Baku,3616096.4768462903
2002,Azerbaijan,6599.65760594523,3.36349341344477,AZE,Upper middle income,Europe & Central Asia,Baku,3363493.41344477
2001,Azerbaijan,6075.61452386132,3.41712693559523,AZE,Upper middle income,Europe & Central Asia,Baku,3417126.9355952297
2000,Azerbaijan,5571.30950249852,3.57756628481972,AZE,Upper middle income,Europe & Central Asia,Baku,3577566.28481972
1999,Azerbaijan,5056.04634019211,3.43147411606276,AZE,Upper middle income,Europe & Central Asia,Baku,3431474.11606276
1998,Azerbaijan,4749.17444077969,3.45973714141286,AZE,Upper middle income,Europe & Central Asia,Baku,3459737.1414128602
1997,Azerbaijan,4358.60480019062,3.4982553503652,AZE,Upper middle income,Europe & Central Asia,Baku,3498255.3503652
1996,Azerbaijan,4159.5978922991,3.65861136158702,AZE,Upper middle income,Europe & Central Asia,Baku,3658611.36158702
1995,Azerbaijan,4147.97469107883,4.40866119703052,AZE,Upper middle income,Europe & Central Asia,Baku,4408661.19703052
1994,Azerbaijan,4757.5844127957,4.5431149666625,AZE,Upper middle income,Europe & Central Asia,Baku,4543114.9666625
1993,Azerbaijan,6005.19779709532,5.25496344131931,AZE,Upper middle income,Europe & Central Asia,Baku,5254963.44131931
1992,Azerbaijan,7928.37229522939,6.08249740925624,AZE,Upper middle income,Europe & Central Asia,Baku,6082497.409256239
2023,"Bahamas, The",33105.603858971,4.21515121169637,BHS,High income,Latin America & Caribbean ,Nassau,4215151.2116963705
2022,"Bahamas, The",32408.7118597651,4.01672292963188,BHS,High income,Latin America & Caribbean ,Nassau,4016722.9296318796
2021,"Bahamas, The",29340.4723479708,4.01162541343633,BHS,High income,Latin America & Caribbean ,Nassau,4011625.41343633
2020,"Bahamas, The",25457.0803884989,3.63105417783425,BHS,High income,Latin America & Caribbean ,Nassau,3631054.17783425
2019,"Bahamas, The",32495.3338730491,4.48951669094825,BHS,High income,Latin America & Caribbean ,Nassau,4489516.69094825
2018,"Bahamas, The",33106.6940523959,3.92801941347077,BHS,High income,Latin America & Caribbean ,Nassau,3928019.4134707698
2017,"Bahamas, The",32442.7229938499,3.51767673534195,BHS,High income,Latin America & Caribbean ,Nassau,3517676.73534195
2016,"Bahamas, The",31756.8406185759,3.20908118694515,BHS,High income,Latin America & Caribbean ,Nassau,3209081.1869451497
2015,"Bahamas, The",32290.6997350712,2.90699786685213,BHS,High income,Latin America & Caribbean ,Nassau,2906997.8668521303
2014,"Bahamas, The",32226.9236150679,2.97202705742641,BHS,High income,Latin America & Caribbean ,Nassau,2972027.0574264103
2013,"Bahamas, The",31921.7118444477,2.87898499286191,BHS,High income,Latin America & Caribbean ,Nassau,2878984.99286191
2012,"Bahamas, The",33167.6065247753,2.70834609515033,BHS,High income,Latin America & Caribbean ,Nassau,2708346.09515033
2011,"Bahamas, The",32526.2047595974,2.2976415614601,BHS,High income,Latin America & Caribbean ,Nassau,2297641.5614600996
2010,"Bahamas, The",32701.9503894723,3.49109334436347,BHS,High income,Latin America & Caribbean ,Nassau,3491093.34436347
2009,"Bahamas, The",32620.7778123372,3.12091728452909,BHS,High income,Latin America & Caribbean ,Nassau,3120917.28452909
2008,"Bahamas, The",34488.0069457595,3.80123980788562,BHS,High income,Latin America & Caribbean ,Nassau,3801239.80788562
2007,"Bahamas, The",35786.7131487301,3.71687977947211,BHS,High income,Latin America & Caribbean ,Nassau,3716879.77947211
2006,"Bahamas, The",35778.7287115087,3.14316469321851,BHS,High income,Latin America & Caribbean ,Nassau,3143164.69321851
2005,"Bahamas, The",35355.1860512693,2.50106137356278,BHS,High income,Latin America & Caribbean ,Nassau,2501061.3735627797
2004,"Bahamas, The",34607.7421037921,2.57106026805422,BHS,High income,Latin America & Caribbean ,Nassau,2571060.26805422
2003,"Bahamas, The",34730.6648009369,2.41077653761121,BHS,High income,Latin America & Caribbean ,Nassau,2410776.5376112103
2002,"Bahamas, The",35600.3270153467,3.27579655864951,BHS,High income,Latin America & Caribbean ,Nassau,3275796.55864951
2001,"Bahamas, The",35062.1707533404,3.02590319550019,BHS,High income,Latin America & Caribbean ,Nassau,3025903.19550019
2000,"Bahamas, The",34587.1051052633,3.0781107662853,BHS,High income,Latin America & Caribbean ,Nassau,3078110.7662853
1999,"Bahamas, The",33648.0206403687,4.05457833511673,BHS,High income,Latin America & Caribbean ,Nassau,4054578.33511673
1998,"Bahamas, The",31827.2719668637,4.57275310113899,BHS,High income,Latin America & Caribbean ,Nassau,4572753.10113899
1997,"Bahamas, The",30830.0602346,4.03693744692896,BHS,High income,Latin America & Caribbean ,Nassau,4036937.44692896
1996,"Bahamas, The",30898.8362446941,4.06408766178641,BHS,High income,Latin America & Caribbean ,Nassau,4064087.6617864105
1995,"Bahamas, The",30119.4356257911,3.69931765634692,BHS,High income,Latin America & Caribbean ,Nassau,3699317.65634692
1994,"Bahamas, The",29337.8298239309,3.25251510072207,BHS,High income,Latin America & Caribbean ,Nassau,3252515.10072207
1993,"Bahamas, The",28946.934061205,2.98621193866938,BHS,High income,Latin America & Caribbean ,Nassau,2986211.93866938
