year,country_name,gdp_per_capita,co2_per_capita,country_code,income_level,region,capital_city
2022,Andorra,63913.3835079105,,AND,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Andorra la Vella
2021,Andorra,59332.2029100127,,AND,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Andorra la Vella
2020,Andorra,55488.4902991095,,AND,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Andorra la Vella
2019,Andorra,63215.899791913,,AND,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Andorra la Vella
2018,Andorra,63048.5985572834,,AND,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Andorra la Vella
2017,Andorra,63239.6577711911,,AND,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Andorra la Vella
2016,Andorra,64402.8092369468,,AND,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Andorra la Vella
2015,Andorra,62105.1542389675,,AND,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Andorra la Vella
2014,Andorra,59929.2444670501,,AND,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Andorra la Vella
2013,Andorra,57332.1585611366,,AND,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Andorra la Vella
2012,Andorra,58172.1323929474,,AND,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Andorra la Vella
2011,Andorra,60470.4662377044,,AND,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Andorra la Vella
2010,Andorra,58285.0577756981,,AND,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Andorra la Vella
2009,Andorra,57203.9708883731,,AND,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Andorra la Vella
2008,Andorra,60691.6051530637,,AND,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Andorra la Vella
2007,Andorra,65534.1168555171,,AND,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Andorra la Vella
2006,Andorra,66390.293726491,,AND,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Andorra la Vella
2005,Andorra,65114.8053663021,,AND,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Andorra la Vella
2004,Andorra,64353.4858113531,,AND,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Andorra la Vella
2003,Andorra,63656.1958332184,,AND,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Andorra la Vella
2002,Andorra,61188.6370851474,,AND,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Andorra la Vella
2001,Andorra,59109.0136806378,,AND,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Andorra la Vella
2000,Andorra,54809.1441679423,,AND,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Andorra la Vella
1999,Andorra,52921.0452609846,,AND,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Andorra la Vella
1998,Andorra,51092.2222352218,,AND,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Andorra la Vella
1997,Andorra,50032.3529125128,,AND,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Andorra la Vella
1996,Andorra,46386.0912022485,,AND,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Andorra la Vella
1995,Andorra,44375.0247238159,,AND,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Andorra la Vella
1994,Andorra,42716.3656354,,AND,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Andorra la Vella
1993,Andorra,42605.6595832451,,AND,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Andorra la Vella
1992,Andorra,45246.53307101,,AND,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Andorra la Vella
2023,Angola,7244.89305295156,0.76816250904152,AGO,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Luanda
2022,Angola,7397.48642731105,0.767587420793175,AGO,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Luanda
2021,Angola,7408.12659121059,0.731567420293545,AGO,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Luanda
2020,Angola,7556.96792771976,0.61913898758344,AGO,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Luanda
2019,Angola,8274.54256174643,0.851665227724358,AGO,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Luanda
2018,Angola,8620.21466424389,0.839018754260571,AGO,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Luanda
2017,Angola,9042.11712940232,0.924168969446141,AGO,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Luanda
2016,Angola,9381.80972573042,1.0720530773493,AGO,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Luanda
2015,Angola,9980.92988185425,1.1754292718486,AGO,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Luanda
2014,Angola,10250.5924040333,1.13720270585859,AGO,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Luanda
2013,Angola,10150.9160957693,1.09052260179579,AGO,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Luanda
2012,Angola,10051.3399118452,0.981682218580684,AGO,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Luanda
2011,Angola,9627.02059776978,0.976532176921039,AGO,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Luanda
2010,Angola,9672.83922433216,0.976178185498281,AGO,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Luanda
2009,Angola,9629.09194801829,0.940848252177258,AGO,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Luanda
2008,Angola,9916.90935059131,0.886032980276111,AGO,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Luanda
2007,Angola,9263.98070293341,0.820836438095978,AGO,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Luanda
2006,Angola,8435.4550466421,0.815387085036386,AGO,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Luanda
2005,Angola,7845.89015271542,0.810676972733782,AGO,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Luanda
2004,Angola,7074.02594737625,0.951069768682142,AGO,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Luanda
2003,Angola,6609.21488902386,0.965775643300561,AGO,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Luanda
2002,Angola,6645.47776627718,0.91849471761946,AGO,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Luanda
2001,Angola,6049.16321222272,0.966865641126569,AGO,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Luanda
2000,Angola,6002.98914011246,1.01957601509466,AGO,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Luanda
1999,Angola,6021.22914776477,1.15089867484594,AGO,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Luanda
1998,Angola,6090.09587758534,1.12381978934481,AGO,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Luanda
1997,Angola,6015.18684736899,1.11880204193429,AGO,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Luanda
1996,Angola,5800.9625138357,1.10640250320144,AGO,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Luanda
1995,Angola,5284.70313321921,0.945511671794974,AGO,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Luanda
1994,Angola,4751.47164903966,0.867215446252477,AGO,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Luanda
1993,Angola,4843.15588381552,0.946555875493631,AGO,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Luanda
1992,Angola,6578.06857492,0.975473352891632,AGO,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Luanda
2023,Antigua and Barbuda,28967.2556775267,3.4624287367654,ATG,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Saint John's
2022,Antigua and Barbuda,28033.1307782063,3.30137871607066,ATG,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Saint John's
2021,Antigua and Barbuda,25733.2948269644,3.30485441098442,ATG,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Saint John's
2020,Antigua and Barbuda,23915.1619842858,3.00394138013632,ATG,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Saint John's
2019,Antigua and Barbuda,29636.8924377024,3.72466179239088,ATG,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Saint John's
2018,Antigua and Barbuda,28884.1201297316,3.24329674680509,ATG,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Saint John's
2017,Antigua and Barbuda,27143.0416282234,3.06185612592298,ATG,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Saint John's
2016,Antigua and Barbuda,26637.4181596117,3.49787148906846,ATG,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Saint John's
2015,Antigua and Barbuda,25748.624442696,3.25246899081748,ATG,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Saint John's
2014,Antigua and Barbuda,25565.9656842771,3.14876358925252,ATG,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Saint John's
2013,Antigua and Barbuda,25211.9241075013,2.94444949127907,ATG,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Saint John's
2012,Antigua and Barbuda,25597.9939556746,2.59110703644281,ATG,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Saint John's
2011,Antigua and Barbuda,25028.9661387322,2.45795301857944,ATG,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Saint John's
2010,Antigua and Barbuda,25831.8137914213,3.26418190342241,ATG,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Saint John's
2009,Antigua and Barbuda,28411.391371682,3.16253430434938,ATG,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Saint John's
2008,Antigua and Barbuda,32762.9135009685,2.78246815901196,ATG,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Saint John's
2007,Antigua and Barbuda,33251.9731474969,2.62288260060707,ATG,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Saint John's
2006,Antigua and Barbuda,30833.5176024317,2.42915984318396,ATG,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Saint John's
2005,Antigua and Barbuda,27698.2159589684,2.1605054577885,ATG,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Saint John's
2004,Antigua and Barbuda,26308.8627715661,2.10749628425158,ATG,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Saint John's
2003,Antigua and Barbuda,25141.1012020949,2.09670792460582,ATG,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Saint John's
2002,Antigua and Barbuda,23962.9657845879,1.94334821892201,ATG,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Saint John's
2001,Antigua and Barbuda,24019.5911240671,1.73921045366707,ATG,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Saint John's
2000,Antigua and Barbuda,25552.7238996493,1.80745407945323,ATG,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Saint John's
1999,Antigua and Barbuda,24467.112019107,2.71767165313713,ATG,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Saint John's
1998,Antigua and Barbuda,24000.9381663039,2.7288294757775,ATG,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Saint John's
1997,Antigua and Barbuda,23355.0144937395,2.71628221187001,ATG,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Saint John's
1996,Antigua and Barbuda,22601.8809726922,2.62023789001896,ATG,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Saint John's
1995,Antigua and Barbuda,21643.9909532492,2.69691592485592,ATG,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Saint John's
1994,Antigua and Barbuda,23086.2457164435,2.62854749188397,ATG,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Saint John's
1993,Antigua and Barbuda,22055.9150532998,2.45932883040847,ATG,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Saint John's
1992,Antigua and Barbuda,21334.5272625901,2.56971616669772,ATG,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Saint John's
2023,Argentina,27104.9799978169,4.03567968932418,ARG,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Buenos Aires
2022,Argentina,27627.9634764636,4.26096742981134,ARG,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Buenos Aires
2021,Argentina,26300.274261175,4.20773343985927,ARG,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Buenos Aires
2020,Argentina,23877.0931404855,3.76439263041561,ARG,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Buenos Aires
2019,Argentina,26629.5529419501,4.07544537651257,ARG,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Buenos Aires
2018,Argentina,27367.115094108,4.25124625791196,ARG,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Buenos Aires
2017,Argentina,28334.904184742,4.3211555474833,ARG,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Buenos Aires
2016,Argentina,27802.1057201498,4.42297985438054,ARG,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Buenos Aires
2015,Argentina,28669.2061336796,4.51393025813273,ARG,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Buenos Aires
2014,Argentina,28200.8152571318,4.41804077536038,ARG,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Buenos Aires
2013,Argentina,29227.6601818437,4.53801219304993,ARG,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Buenos Aires
2012,Argentina,28825.9666865361,4.47955623063869,ARG,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Buenos Aires
2011,Argentina,29425.7593876084,4.43018394628793,ARG,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Buenos Aires
2010,Argentina,28056.2570212342,4.29667743910718,ARG,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Buenos Aires
